occurrences,pct,param1,param2,param3,value1,value2,value3,nrn
4,0.0007034822370735139,1,7,8,1,8,1,5686
3,0.0005276116778051355,1,7,8,1,10,10,5686
4,0.0007034822370735139,1,7,8,1,4,10,5686
1,0.00017587055926837847,1,7,8,1,6,8,5686
3,0.0005276116778051355,1,7,8,1,10,10,5686
3,0.0005276116778051355,1,7,8,1,10,10,5686
2,0.00035174111853675694,1,7,8,1,3,7,5686
5,0.0008793527963418924,1,7,8,1,5,10,5686
2,0.00035174111853675694,1,7,8,1,4,8,5686
9,0.0015828350334154062,1,7,5,1,8,10,5686
0,0.0,1,7,5,1,10,2,5686
5,0.0008793527963418924,1,7,5,1,4,5,5686
16,0.0028139289482940555,1,7,5,1,6,6,5686
6,0.001055223355610271,1,7,5,1,10,6,5686
13,0.0022863172704889203,1,7,5,1,10,10,5686
1,0.00017587055926837847,1,7,5,1,3,2,5686
5,0.0008793527963418924,1,7,5,1,5,9,5686
7,0.0012310939148786493,1,7,5,1,4,7,5686
1,0.00017587055926837847,1,7,4,1,8,10,5686
12,0.002110446711220542,1,7,4,1,10,6,5686
15,0.002638058389025677,1,7,4,1,4,5,5686
23,0.004045022863172705,1,7,4,1,6,5,5686
2,0.00035174111853675694,1,7,4,1,10,1,5686
2,0.00035174111853675694,1,7,4,1,10,8,5686
9,0.0015828350334154062,1,7,4,1,3,5,5686
1,0.00017587055926837847,1,7,4,1,5,10,5686
15,0.002638058389025677,1,7,4,1,4,5,5686
1,0.00017587055926837847,1,7,7,1,8,1,5686
9,0.0015828350334154062,1,7,7,1,10,5,5686
6,0.001055223355610271,1,7,7,1,4,6,5686
6,0.001055223355610271,1,7,7,1,6,7,5686
7,0.0012310939148786493,1,7,7,1,10,7,5686
7,0.0012310939148786493,1,7,7,1,10,7,5686
1,0.00017587055926837847,1,7,7,1,3,3,5686
2,0.00035174111853675694,1,7,7,1,5,1,5686
7,0.0012310939148786493,1,7,7,1,4,4,5686
11,0.0019345761519521632,1,7,6,1,8,5,5686
12,0.002110446711220542,1,7,6,1,10,4,5686
9,0.0015828350334154062,1,7,6,1,4,6,5686
4,0.0007034822370735139,1,7,6,1,6,8,5686
7,0.0012310939148786493,1,7,6,1,10,6,5686
12,0.002110446711220542,1,7,6,1,10,4,5686
1,0.00017587055926837847,1,7,6,1,3,7,5686
10,0.0017587055926837848,1,7,6,1,5,8,5686
11,0.0019345761519521632,1,7,6,1,4,7,5686
3,0.0005276116778051355,1,7,6,1,8,8,5686
9,0.0015828350334154062,1,7,6,1,10,4,5686
3,0.0005276116778051355,1,7,6,1,4,3,5686
41,0.007210692930003517,1,7,6,1,6,5,5686
9,0.0015828350334154062,1,7,6,1,10,4,5686
8,0.0014069644741470278,1,7,6,1,10,7,5686
5,0.0008793527963418924,1,7,6,1,3,6,5686
8,0.0014069644741470278,1,7,6,1,5,6,5686
9,0.0015828350334154062,1,7,6,1,4,4,5686
2,0.00035174111853675694,1,7,7,1,8,10,5686
37,0.0065072106929300036,1,7,7,1,10,6,5686
2,0.00035174111853675694,1,7,7,1,4,7,5686
1,0.00017587055926837847,1,7,7,1,6,8,5686
1,0.00017587055926837847,1,7,7,1,10,3,5686
37,0.0065072106929300036,1,7,7,1,10,6,5686
0,0.0,1,7,7,1,3,9,5686
1,0.00017587055926837847,1,7,7,1,5,8,5686
0,0.0,1,7,7,1,4,8,5686
1,0.00017587055926837847,1,7,5,1,8,1,5686
5,0.0008793527963418924,1,7,5,1,10,7,5686
26,0.0045726345409778405,1,7,5,1,4,5,5686
0,0.0,1,7,5,1,6,7,5686
5,0.0008793527963418924,1,7,5,1,10,7,5686
5,0.0008793527963418924,1,7,5,1,10,7,5686
2,0.00035174111853675694,1,7,5,1,3,7,5686
46,0.00809004572634541,1,7,5,1,5,6,5686
29,0.005100246218782975,1,7,5,1,4,6,5686
6,0.001055223355610271,1,7,0,1,8,1,5686
0,0.0,1,7,0,1,10,111.7,5686
1,0.00017587055926837847,1,7,0,1,4,1,5686
0,0.0,1,7,0,1,6,6.27,5686
0,0.0,1,7,0,1,10,254.76,5686
0,0.0,1,7,0,1,10,316.06,5686
0,0.0,1,7,0,1,3,0,5686
0,0.0,1,7,0,1,5,723.21,5686
0,0.0,1,7,0,1,4,51.37,5686
2,0.00035174111853675694,1,6,8,1,9,1,5686
0,0.0,1,6,8,1,7,10,5686
0,0.0,1,6,8,1,7,10,5686
4,0.0007034822370735139,1,6,8,1,6,8,5686
5,0.0008793527963418924,1,6,8,1,3,10,5686
0,0.0,1,6,8,1,6,10,5686
10,0.0017587055926837848,1,6,8,1,7,7,5686
4,0.0007034822370735139,1,6,8,1,10,10,5686
3,0.0005276116778051355,1,6,8,1,7,8,5686
4,0.0007034822370735139,1,6,5,1,9,10,5686
0,0.0,1,6,5,1,7,2,5686
2,0.00035174111853675694,1,6,5,1,7,5,5686
4,0.0007034822370735139,1,6,5,1,6,6,5686
10,0.0017587055926837848,1,6,5,1,3,6,5686
30,0.005276116778051354,1,6,5,1,6,10,5686
0,0.0,1,6,5,1,7,2,5686
2,0.00035174111853675694,1,6,5,1,10,9,5686
7,0.0012310939148786493,1,6,5,1,7,7,5686
2,0.00035174111853675694,1,6,4,1,9,10,5686
4,0.0007034822370735139,1,6,4,1,7,6,5686
12,0.002110446711220542,1,6,4,1,7,5,5686
52,0.009145269081955681,1,6,4,1,6,5,5686
1,0.00017587055926837847,1,6,4,1,3,1,5686
2,0.00035174111853675694,1,6,4,1,6,8,5686
12,0.002110446711220542,1,6,4,1,7,5,5686
18,0.0031656700668308124,1,6,4,1,10,10,5686
12,0.002110446711220542,1,6,4,1,7,5,5686
2,0.00035174111853675694,1,6,7,1,9,1,5686
4,0.0007034822370735139,1,6,7,1,7,5,5686
3,0.0005276116778051355,1,6,7,1,7,6,5686
14,0.0024621878297572987,1,6,7,1,6,7,5686
5,0.0008793527963418924,1,6,7,1,3,7,5686
14,0.0024621878297572987,1,6,7,1,6,7,5686
0,0.0,1,6,7,1,7,3,5686
5,0.0008793527963418924,1,6,7,1,10,1,5686
5,0.0008793527963418924,1,6,7,1,7,4,5686
2,0.00035174111853675694,1,6,6,1,9,5,5686
2,0.00035174111853675694,1,6,6,1,7,4,5686
5,0.0008793527963418924,1,6,6,1,7,6,5686
17,0.002989799507562434,1,6,6,1,6,8,5686
15,0.002638058389025677,1,6,6,1,3,6,5686
14,0.0024621878297572987,1,6,6,1,6,4,5686
8,0.0014069644741470278,1,6,6,1,7,7,5686
10,0.0017587055926837848,1,6,6,1,10,8,5686
8,0.0014069644741470278,1,6,6,1,7,7,5686
3,0.0005276116778051355,1,6,6,1,9,8,5686
5,0.0008793527963418924,1,6,6,1,7,4,5686
0,0.0,1,6,6,1,7,3,5686
58,0.01020049243756595,1,6,6,1,6,5,5686
9,0.0015828350334154062,1,6,6,1,3,4,5686
5,0.0008793527963418924,1,6,6,1,6,7,5686
5,0.0008793527963418924,1,6,6,1,7,6,5686
3,0.0005276116778051355,1,6,6,1,10,6,5686
5,0.0008793527963418924,1,6,6,1,7,4,5686
2,0.00035174111853675694,1,6,7,1,9,10,5686
15,0.002638058389025677,1,6,7,1,7,6,5686
0,0.0,1,6,7,1,7,7,5686
1,0.00017587055926837847,1,6,7,1,6,8,5686
3,0.0005276116778051355,1,6,7,1,3,3,5686
89,0.015652479774885684,1,6,7,1,6,6,5686
0,0.0,1,6,7,1,7,9,5686
1,0.00017587055926837847,1,6,7,1,10,8,5686
0,0.0,1,6,7,1,7,8,5686
0,0.0,1,6,5,1,9,1,5686
0,0.0,1,6,5,1,7,7,5686
6,0.001055223355610271,1,6,5,1,7,5,5686
7,0.0012310939148786493,1,6,5,1,6,7,5686
2,0.00035174111853675694,1,6,5,1,3,7,5686
7,0.0012310939148786493,1,6,5,1,6,7,5686
0,0.0,1,6,5,1,7,7,5686
16,0.0028139289482940555,1,6,5,1,10,6,5686
19,0.003341540626099191,1,6,5,1,7,6,5686
3,0.0005276116778051355,1,6,0,1,9,1,5686
0,0.0,1,6,0,1,7,111.7,5686
1,0.00017587055926837847,1,6,0,1,7,1,5686
0,0.0,1,6,0,1,6,6.27,5686
0,0.0,1,6,0,1,3,254.76,5686
0,0.0,1,6,0,1,6,316.06,5686
0,0.0,1,6,0,1,7,0,5686
0,0.0,1,6,0,1,10,723.21,5686
0,0.0,1,6,0,1,7,51.37,5686
20,0.0035174111853675696,1,8,5,1,1,10,5686
2,0.00035174111853675694,1,8,5,1,10,2,5686
1,0.00017587055926837847,1,8,5,1,10,5,5686
4,0.0007034822370735139,1,8,5,1,8,6,5686
0,0.0,1,8,5,1,10,6,5686
1,0.00017587055926837847,1,8,5,1,10,10,5686
1,0.00017587055926837847,1,8,5,1,7,2,5686
1,0.00017587055926837847,1,8,5,1,10,9,5686
4,0.0007034822370735139,1,8,5,1,8,7,5686
8,0.0014069644741470278,1,8,4,1,1,10,5686
4,0.0007034822370735139,1,8,4,1,10,6,5686
3,0.0005276116778051355,1,8,4,1,10,5,5686
2,0.00035174111853675694,1,8,4,1,8,5,5686
2,0.00035174111853675694,1,8,4,1,10,1,5686
6,0.001055223355610271,1,8,4,1,10,8,5686
41,0.007210692930003517,1,8,4,1,7,5,5686
11,0.0019345761519521632,1,8,4,1,10,10,5686
2,0.00035174111853675694,1,8,4,1,8,5,5686
7,0.0012310939148786493,1,8,7,1,1,1,5686
5,0.0008793527963418924,1,8,7,1,10,5,5686
9,0.0015828350334154062,1,8,7,1,10,6,5686
6,0.001055223355610271,1,8,7,1,8,7,5686
2,0.00035174111853675694,1,8,7,1,10,7,5686
2,0.00035174111853675694,1,8,7,1,10,7,5686
1,0.00017587055926837847,1,8,7,1,7,3,5686
2,0.00035174111853675694,1,8,7,1,10,1,5686
3,0.0005276116778051355,1,8,7,1,8,4,5686
3,0.0005276116778051355,1,8,6,1,1,5,5686
3,0.0005276116778051355,1,8,6,1,10,4,5686
4,0.0007034822370735139,1,8,6,1,10,6,5686
2,0.00035174111853675694,1,8,6,1,8,8,5686
4,0.0007034822370735139,1,8,6,1,10,6,5686
3,0.0005276116778051355,1,8,6,1,10,4,5686
24,0.004220893422441084,1,8,6,1,7,7,5686
5,0.0008793527963418924,1,8,6,1,10,8,5686
4,0.0007034822370735139,1,8,6,1,8,7,5686
3,0.0005276116778051355,1,8,6,1,1,8,5686
6,0.001055223355610271,1,8,6,1,10,4,5686
2,0.00035174111853675694,1,8,6,1,10,3,5686
10,0.0017587055926837848,1,8,6,1,8,5,5686
6,0.001055223355610271,1,8,6,1,10,4,5686
7,0.0012310939148786493,1,8,6,1,10,7,5686
10,0.0017587055926837848,1,8,6,1,7,6,5686
8,0.0014069644741470278,1,8,6,1,10,6,5686
5,0.0008793527963418924,1,8,6,1,8,4,5686
3,0.0005276116778051355,1,8,7,1,1,10,5686
7,0.0012310939148786493,1,8,7,1,10,6,5686
11,0.0019345761519521632,1,8,7,1,10,7,5686
0,0.0,1,8,7,1,8,8,5686
0,0.0,1,8,7,1,10,3,5686
7,0.0012310939148786493,1,8,7,1,10,6,5686
1,0.00017587055926837847,1,8,7,1,7,9,5686
4,0.0007034822370735139,1,8,7,1,10,8,5686
0,0.0,1,8,7,1,8,8,5686
3,0.0005276116778051355,1,8,5,1,1,1,5686
3,0.0005276116778051355,1,8,5,1,10,7,5686
12,0.002110446711220542,1,8,5,1,10,5,5686
4,0.0007034822370735139,1,8,5,1,8,7,5686
3,0.0005276116778051355,1,8,5,1,10,7,5686
3,0.0005276116778051355,1,8,5,1,10,7,5686
1,0.00017587055926837847,1,8,5,1,7,7,5686
12,0.002110446711220542,1,8,5,1,10,6,5686
13,0.0022863172704889203,1,8,5,1,8,6,5686
4,0.0007034822370735139,1,8,0,1,1,1,5686
0,0.0,1,8,0,1,10,111.7,5686
4,0.0007034822370735139,1,8,0,1,10,1,5686
0,0.0,1,8,0,1,8,6.27,5686
0,0.0,1,8,0,1,10,254.76,5686
0,0.0,1,8,0,1,10,316.06,5686
1,0.00017587055926837847,1,8,0,1,7,0,5686
0,0.0,1,8,0,1,10,723.21,5686
0,0.0,1,8,0,1,8,51.37,5686
7,0.0012310939148786493,1,5,4,1,10,10,5686
12,0.002110446711220542,1,5,4,1,2,6,5686
18,0.0031656700668308124,1,5,4,1,5,5,5686
16,0.0028139289482940555,1,5,4,1,6,5,5686
2,0.00035174111853675694,1,5,4,1,6,1,5686
2,0.00035174111853675694,1,5,4,1,10,8,5686
4,0.0007034822370735139,1,5,4,1,2,5,5686
0,0.0,1,5,4,1,9,10,5686
28,0.004924375659514597,1,5,4,1,7,5,5686
9,0.0015828350334154062,1,5,7,1,10,1,5686
5,0.0008793527963418924,1,5,7,1,2,5,5686
8,0.0014069644741470278,1,5,7,1,5,6,5686
10,0.0017587055926837848,1,5,7,1,6,7,5686
10,0.0017587055926837848,1,5,7,1,6,7,5686
9,0.0015828350334154062,1,5,7,1,10,7,5686
1,0.00017587055926837847,1,5,7,1,2,3,5686
6,0.001055223355610271,1,5,7,1,9,1,5686
12,0.002110446711220542,1,5,7,1,7,4,5686
16,0.0028139289482940555,1,5,6,1,10,5,5686
1,0.00017587055926837847,1,5,6,1,2,4,5686
10,0.0017587055926837848,1,5,6,1,5,6,5686
5,0.0008793527963418924,1,5,6,1,6,8,5686
8,0.0014069644741470278,1,5,6,1,6,6,5686
13,0.0022863172704889203,1,5,6,1,10,4,5686
5,0.0008793527963418924,1,5,6,1,2,7,5686
7,0.0012310939148786493,1,5,6,1,9,8,5686
19,0.003341540626099191,1,5,6,1,7,7,5686
7,0.0012310939148786493,1,5,6,1,10,8,5686
10,0.0017587055926837848,1,5,6,1,2,4,5686
9,0.0015828350334154062,1,5,6,1,5,3,5686
47,0.008265916285613788,1,5,6,1,6,5,5686
12,0.002110446711220542,1,5,6,1,6,4,5686
5,0.0008793527963418924,1,5,6,1,10,7,5686
5,0.0008793527963418924,1,5,6,1,2,6,5686
8,0.0014069644741470278,1,5,6,1,9,6,5686
14,0.0024621878297572987,1,5,6,1,7,4,5686
3,0.0005276116778051355,1,5,7,1,10,10,5686
14,0.0024621878297572987,1,5,7,1,2,6,5686
2,0.00035174111853675694,1,5,7,1,5,7,5686
4,0.0007034822370735139,1,5,7,1,6,8,5686
1,0.00017587055926837847,1,5,7,1,6,3,5686
55,0.009672880759760817,1,5,7,1,10,6,5686
0,0.0,1,5,7,1,2,9,5686
1,0.00017587055926837847,1,5,7,1,9,8,5686
0,0.0,1,5,7,1,7,8,5686
3,0.0005276116778051355,1,5,5,1,10,1,5686
1,0.00017587055926837847,1,5,5,1,2,7,5686
35,0.006155469574393247,1,5,5,1,5,5,5686
2,0.00035174111853675694,1,5,5,1,6,7,5686
2,0.00035174111853675694,1,5,5,1,6,7,5686
7,0.0012310939148786493,1,5,5,1,10,7,5686
1,0.00017587055926837847,1,5,5,1,2,7,5686
26,0.0045726345409778405,1,5,5,1,9,6,5686
44,0.007738304607808653,1,5,5,1,7,6,5686
8,0.0014069644741470278,1,5,0,1,10,1,5686
0,0.0,1,5,0,1,2,111.7,5686
5,0.0008793527963418924,1,5,0,1,5,1,5686
0,0.0,1,5,0,1,6,6.27,5686
0,0.0,1,5,0,1,6,254.76,5686
0,0.0,1,5,0,1,10,316.06,5686
0,0.0,1,5,0,1,2,0,5686
0,0.0,1,5,0,1,9,723.21,5686
0,0.0,1,5,0,1,7,51.37,5686
4,0.0007034822370735139,1,4,7,1,10,1,5686
21,0.003693281744635948,1,4,7,1,6,5,5686
30,0.005276116778051354,1,4,7,1,5,6,5686
19,0.003341540626099191,1,4,7,1,5,7,5686
1,0.00017587055926837847,1,4,7,1,1,7,5686
4,0.0007034822370735139,1,4,7,1,8,7,5686
11,0.0019345761519521632,1,4,7,1,5,3,5686
4,0.0007034822370735139,1,4,7,1,10,1,5686
33,0.00580372845585649,1,4,7,1,5,4,5686
2,0.00035174111853675694,1,4,6,1,10,5,5686
47,0.008265916285613788,1,4,6,1,6,4,5686
32,0.005627857896588111,1,4,6,1,5,6,5686
27,0.0047485051002462185,1,4,6,1,5,8,5686
1,0.00017587055926837847,1,4,6,1,1,6,5686
1,0.00017587055926837847,1,4,6,1,8,4,5686
63,0.011079845233907844,1,4,6,1,5,7,5686
5,0.0008793527963418924,1,4,6,1,10,8,5686
63,0.011079845233907844,1,4,6,1,5,7,5686
3,0.0005276116778051355,1,4,6,1,10,8,5686
45,0.007914175167077032,1,4,6,1,6,4,5686
5,0.0008793527963418924,1,4,6,1,5,3,5686
99,0.01741118536756947,1,4,6,1,5,5,5686
2,0.00035174111853675694,1,4,6,1,1,4,5686
2,0.00035174111853675694,1,4,6,1,8,7,5686
18,0.0031656700668308124,1,4,6,1,5,6,5686
4,0.0007034822370735139,1,4,6,1,10,6,5686
13,0.0022863172704889203,1,4,6,1,5,4,5686
1,0.00017587055926837847,1,4,7,1,10,10,5686
146,0.02567710165318326,1,4,7,1,6,6,5686
7,0.0012310939148786493,1,4,7,1,5,7,5686
1,0.00017587055926837847,1,4,7,1,5,8,5686
0,0.0,1,4,7,1,1,3,5686
5,0.0008793527963418924,1,4,7,1,8,6,5686
0,0.0,1,4,7,1,5,9,5686
0,0.0,1,4,7,1,10,8,5686
1,0.00017587055926837847,1,4,7,1,5,8,5686
1,0.00017587055926837847,1,4,5,1,10,1,5686
5,0.0008793527963418924,1,4,5,1,6,7,5686
15,0.002638058389025677,1,4,5,1,5,5,5686
7,0.0012310939148786493,1,4,5,1,5,7,5686
2,0.00035174111853675694,1,4,5,1,1,7,5686
2,0.00035174111853675694,1,4,5,1,8,7,5686
7,0.0012310939148786493,1,4,5,1,5,7,5686
8,0.0014069644741470278,1,4,5,1,10,6,5686
131,0.02303904326415758,1,4,5,1,5,6,5686
2,0.00035174111853675694,1,4,0,1,10,1,5686
0,0.0,1,4,0,1,6,111.7,5686
5,0.0008793527963418924,1,4,0,1,5,1,5686
0,0.0,1,4,0,1,5,6.27,5686
0,0.0,1,4,0,1,1,254.76,5686
0,0.0,1,4,0,1,8,316.06,5686
1,0.00017587055926837847,1,4,0,1,5,0,5686
0,0.0,1,4,0,1,10,723.21,5686
0,0.0,1,4,0,1,5,51.37,5686
11,0.0019345761519521632,1,7,6,1,1,5,5686
11,0.0019345761519521632,1,7,6,1,5,4,5686
22,0.0038691523039043265,1,7,6,1,6,6,5686
4,0.0007034822370735139,1,7,6,1,7,8,5686
18,0.0031656700668308124,1,7,6,1,7,6,5686
8,0.0014069644741470278,1,7,6,1,7,4,5686
6,0.001055223355610271,1,7,6,1,3,7,5686
3,0.0005276116778051355,1,7,6,1,1,8,5686
16,0.0028139289482940555,1,7,6,1,4,7,5686
6,0.001055223355610271,1,7,6,1,1,8,5686
12,0.002110446711220542,1,7,6,1,5,4,5686
5,0.0008793527963418924,1,7,6,1,6,3,5686
29,0.005100246218782975,1,7,6,1,7,5,5686
16,0.0028139289482940555,1,7,6,1,7,4,5686
5,0.0008793527963418924,1,7,6,1,7,7,5686
2,0.00035174111853675694,1,7,6,1,3,6,5686
7,0.0012310939148786493,1,7,6,1,1,6,5686
21,0.003693281744635948,1,7,6,1,4,4,5686
1,0.00017587055926837847,1,7,7,1,1,10,5686
45,0.007914175167077032,1,7,7,1,5,6,5686
2,0.00035174111853675694,1,7,7,1,6,7,5686
1,0.00017587055926837847,1,7,7,1,7,8,5686
2,0.00035174111853675694,1,7,7,1,7,3,5686
42,0.007386563489271896,1,7,7,1,7,6,5686
0,0.0,1,7,7,1,3,9,5686
2,0.00035174111853675694,1,7,7,1,1,8,5686
2,0.00035174111853675694,1,7,7,1,4,8,5686
0,0.0,1,7,5,1,1,1,5686
4,0.0007034822370735139,1,7,5,1,5,7,5686
39,0.00685895181146676,1,7,5,1,6,5,5686
0,0.0,1,7,5,1,7,7,5686
0,0.0,1,7,5,1,7,7,5686
0,0.0,1,7,5,1,7,7,5686
0,0.0,1,7,5,1,3,7,5686
19,0.003341540626099191,1,7,5,1,1,6,5686
44,0.007738304607808653,1,7,5,1,4,6,5686
2,0.00035174111853675694,1,7,0,1,1,1,5686
0,0.0,1,7,0,1,5,111.7,5686
7,0.0012310939148786493,1,7,0,1,6,1,5686
0,0.0,1,7,0,1,7,6.27,5686
0,0.0,1,7,0,1,7,254.76,5686
0,0.0,1,7,0,1,7,316.06,5686
0,0.0,1,7,0,1,3,0,5686
0,0.0,1,7,0,1,1,723.21,5686
0,0.0,1,7,0,1,4,51.37,5686
5,0.0008793527963418924,1,6,6,1,5,8,5686
13,0.0022863172704889203,1,6,6,1,4,4,5686
5,0.0008793527963418924,1,6,6,1,6,3,5686
23,0.004045022863172705,1,6,6,1,8,5,5686
26,0.0045726345409778405,1,6,6,1,6,4,5686
7,0.0012310939148786493,1,6,6,1,4,7,5686
8,0.0014069644741470278,1,6,6,1,7,6,5686
7,0.0012310939148786493,1,6,6,1,8,6,5686
15,0.002638058389025677,1,6,6,1,7,4,5686
0,0.0,1,6,7,1,5,10,5686
61,0.010728104115371086,1,6,7,1,4,6,5686
1,0.00017587055926837847,1,6,7,1,6,7,5686
1,0.00017587055926837847,1,6,7,1,8,8,5686
3,0.0005276116778051355,1,6,7,1,6,3,5686
61,0.010728104115371086,1,6,7,1,4,6,5686
0,0.0,1,6,7,1,7,9,5686
1,0.00017587055926837847,1,6,7,1,8,8,5686
1,0.00017587055926837847,1,6,7,1,7,8,5686
0,0.0,1,6,5,1,5,1,5686
2,0.00035174111853675694,1,6,5,1,4,7,5686
16,0.0028139289482940555,1,6,5,1,6,5,5686
7,0.0012310939148786493,1,6,5,1,8,7,5686
1,0.00017587055926837847,1,6,5,1,6,7,5686
2,0.00035174111853675694,1,6,5,1,4,7,5686
4,0.0007034822370735139,1,6,5,1,7,7,5686
33,0.00580372845585649,1,6,5,1,8,6,5686
92,0.01618009145269082,1,6,5,1,7,6,5686
8,0.0014069644741470278,1,6,0,1,5,1,5686
0,0.0,1,6,0,1,4,111.7,5686
3,0.0005276116778051355,1,6,0,1,6,1,5686
0,0.0,1,6,0,1,8,6.27,5686
0,0.0,1,6,0,1,6,254.76,5686
0,0.0,1,6,0,1,4,316.06,5686
1,0.00017587055926837847,1,6,0,1,7,0,5686
0,0.0,1,6,0,1,8,723.21,5686
0,0.0,1,6,0,1,7,51.37,5686
0,0.0,1,6,7,1,8,10,5686
76,0.013366162504396765,1,6,7,1,4,6,5686
1,0.00017587055926837847,1,6,7,1,3,7,5686
4,0.0007034822370735139,1,6,7,1,5,8,5686
2,0.00035174111853675694,1,6,7,1,4,3,5686
19,0.003341540626099191,1,6,7,1,7,6,5686
0,0.0,1,6,7,1,6,9,5686
3,0.0005276116778051355,1,6,7,1,6,8,5686
2,0.00035174111853675694,1,6,7,1,4,8,5686
0,0.0,1,6,5,1,8,1,5686
9,0.0015828350334154062,1,6,5,1,4,7,5686
20,0.0035174111853675696,1,6,5,1,3,5,5686
5,0.0008793527963418924,1,6,5,1,5,7,5686
9,0.0015828350334154062,1,6,5,1,4,7,5686
2,0.00035174111853675694,1,6,5,1,7,7,5686
5,0.0008793527963418924,1,6,5,1,6,7,5686
34,0.005979599015124868,1,6,5,1,6,6,5686
43,0.007562434048540274,1,6,5,1,4,6,5686
3,0.0005276116778051355,1,6,0,1,8,1,5686
0,0.0,1,6,0,1,4,111.7,5686
3,0.0005276116778051355,1,6,0,1,3,1,5686
0,0.0,1,6,0,1,5,6.27,5686
0,0.0,1,6,0,1,4,254.76,5686
0,0.0,1,6,0,1,7,316.06,5686
1,0.00017587055926837847,1,6,0,1,6,0,5686
0,0.0,1,6,0,1,6,723.21,5686
0,0.0,1,6,0,1,4,51.37,5686
3,0.0005276116778051355,1,7,5,1,10,1,5686
12,0.002110446711220542,1,7,5,1,6,7,5686
8,0.0014069644741470278,1,7,5,1,7,5,5686
2,0.00035174111853675694,1,7,5,1,8,7,5686
0,0.0,1,7,5,1,3,7,5686
12,0.002110446711220542,1,7,5,1,6,7,5686
0,0.0,1,7,5,1,9,7,5686
4,0.0007034822370735139,1,7,5,1,8,6,5686
4,0.0007034822370735139,1,7,5,1,8,6,5686
3,0.0005276116778051355,1,7,0,1,10,1,5686
0,0.0,1,7,0,1,6,111.7,5686
2,0.00035174111853675694,1,7,0,1,7,1,5686
0,0.0,1,7,0,1,8,6.27,5686
0,0.0,1,7,0,1,3,254.76,5686
0,0.0,1,7,0,1,6,316.06,5686
0,0.0,1,7,0,1,9,0,5686
0,0.0,1,7,0,1,8,723.21,5686
0,0.0,1,7,0,1,8,51.37,5686
2,0.00035174111853675694,1,5,0,1,1,1,5686
0,0.0,1,5,0,1,7,111.7,5686
11,0.0019345761519521632,1,5,0,1,5,1,5686
0,0.0,1,5,0,1,7,6.27,5686
0,0.0,1,5,0,1,7,254.76,5686
0,0.0,1,5,0,1,7,316.06,5686
0,0.0,1,5,0,1,7,0,5686
0,0.0,1,5,0,1,6,723.21,5686
0,0.0,1,5,0,1,6,51.37,5686
4,0.0007034822370735139,10,1,1,8,1,1,5686
5,0.0008793527963418924,10,1,1,10,1,1,5686
1,0.00017587055926837847,10,1,1,3,1,1,5686
4,0.0007034822370735139,10,1,1,8,1,1,5686
5,0.0008793527963418924,10,1,1,10,1,1,5686
5,0.0008793527963418924,10,1,1,10,1,1,5686
3,0.0005276116778051355,10,1,1,9,1,1,5686
5,0.0008793527963418924,10,1,1,10,1,1,5686
1,0.00017587055926837847,10,1,1,7,1,1,5686
18,0.0031656700668308124,10,1,10,8,1,10,5686
7,0.0012310939148786493,10,1,10,10,1,10,5686
2,0.00035174111853675694,10,1,10,3,1,10,5686
18,0.0031656700668308124,10,1,10,8,1,10,5686
7,0.0012310939148786493,10,1,10,10,1,10,5686
7,0.0012310939148786493,10,1,10,10,1,10,5686
6,0.001055223355610271,10,1,10,9,1,10,5686
7,0.0012310939148786493,10,1,10,10,1,10,5686
19,0.003341540626099191,10,1,10,7,1,10,5686
9,0.0015828350334154062,10,1,1,8,1,1,5686
3,0.0005276116778051355,10,1,1,10,1,1,5686
8,0.0014069644741470278,10,1,1,3,1,1,5686
9,0.0015828350334154062,10,1,1,8,1,1,5686
3,0.0005276116778051355,10,1,1,10,1,1,5686
3,0.0005276116778051355,10,1,1,10,1,1,5686
8,0.0014069644741470278,10,1,1,9,1,1,5686
3,0.0005276116778051355,10,1,1,10,1,1,5686
13,0.0022863172704889203,10,1,1,7,1,1,5686
2,0.00035174111853675694,10,1,3,8,1,8,5686
6,0.001055223355610271,10,1,3,10,1,10,5686
4,0.0007034822370735139,10,1,3,3,1,1,5686
7,0.0012310939148786493,10,1,3,8,1,1,5686
5,0.0008793527963418924,10,1,3,10,1,7,5686
10,0.0017587055926837848,10,1,3,10,1,6,5686
1,0.00017587055926837847,10,1,3,9,1,8,5686
0,0.0,10,1,3,10,1,2,5686
8,0.0014069644741470278,10,1,3,7,1,3,5686
3,0.0005276116778051355,10,1,1,8,1,1,5686
5,0.0008793527963418924,10,1,1,10,1,1,5686
2,0.00035174111853675694,10,1,1,3,1,1,5686
3,0.0005276116778051355,10,1,1,8,1,1,5686
5,0.0008793527963418924,10,1,1,10,1,1,5686
5,0.0008793527963418924,10,1,1,10,1,1,5686
2,0.00035174111853675694,10,1,1,9,1,1,5686
5,0.0008793527963418924,10,1,1,10,1,1,5686
2,0.00035174111853675694,10,1,1,7,1,1,5686
9,0.0015828350334154062,10,1,7,8,1,4,5686
10,0.0017587055926837848,10,1,7,10,1,6,5686
6,0.001055223355610271,10,1,7,3,1,5,5686
11,0.0019345761519521632,10,1,7,8,1,8,5686
8,0.0014069644741470278,10,1,7,10,1,10,5686
8,0.0014069644741470278,10,1,7,10,1,8,5686
1,0.00017587055926837847,10,1,7,9,1,1,5686
8,0.0014069644741470278,10,1,7,10,1,8,5686
13,0.0022863172704889203,10,1,7,7,1,6,5686
